issueSymbolIdentifier,settlementDate,issueName,marketCategoryCode,marketCategoryDescription,currentShortShareNumber,previousShortShareNumber,changePercent,percentageChangefromPreviousShort,averageShortShareNumber,daysToCoverNumber
PTTWF,15-08-2024,Orange Polska SA SHS (Poland),U,Other OTC,28192,28192,0.00,0,55,512.58
PTUUF,15-08-2024,Purepoint Uranium Group Inc Co,U,Other OTC,11656,70643,-83.50,-58987,185986,1.00
PTVLF,15-08-2024,PET VALU HLDGS LTD COM (Canada,U,Other OTC,595207,527838,12.76,67369,6277,94.82
PTXKY,15-08-2024,PT XL Axiata Tbk ADR (Indonesi,U,Other OTC,108549,359,30136.49,108190,33260,3.26
PUBGY,15-08-2024,Publicis Groupe S.A. American,U,Other OTC,28708,20201,42.11,8507,139552,1.00
PUCCF,15-08-2024,CAROLINA RUSH CORP Common Shar,U,Other OTC,900,914,-1.53,-14,30927,1.00
PUCK,15-08-2024,GOAL ACQUISITIONS CORP Common,U,Other OTC,217,217,0.00,0,3110,1.00
PUCKU,15-08-2024,GOAL ACQUISITIONS CORP Unit,U,Other OTC,62,62,0.00,0,0,999.99
PUCKW,15-08-2024,GOAL ACQUISITIONS CORP Warrant,U,Other OTC,9074,5186,74.97,3888,22454,1.00
PUDA,15-08-2024,"Puda Coal, Inc. New Common Sto",U,Other OTC,115100,115100,0.00,0,200,575.50
PUGBY,15-08-2024,PUIG BRANDS S.A.  ADS REPSTG S,U,Other OTC,5704,280,1937.14,5424,594389,1.00
PUIGF,15-08-2024,PUIG BRANDS S A CLASE B ACCION,U,Other OTC,423531,25813,1540.77,397718,180,999.99
PUKPF,15-08-2024,Prudential Plc Ord Ordinary Sh,U,Other OTC,863580,720216,19.91,143364,7122,121.26
PUMSY,15-08-2024,Puma SE American Depositary Sh,U,Other OTC,117616,1683,6888.47,115933,147323,1.00
PUMXF,15-08-2024,Puma Exploration Inc Common Sh,U,Other OTC,10300,5000,106.00,5300,10057,1.02
PUPOF,15-08-2024,Public Power Corp of Greece Pu,U,Other OTC,2280,1140,100.00,1140,0,999.99
PURA,15-08-2024,Puration Inc. Common Stock,U,Other OTC,18,18,0.00,0,57637,1.00
PURE,15-08-2024,"PURE Bioscience, Inc. Common S",U,Other OTC,77256,95103,-18.77,-17847,15722,4.91
PUTKF,15-08-2024,PT United Tractors Ordinary Sh,U,Other OTC,4900,4900,0.00,0,0,999.99
PUTKY,15-08-2024,PT United Tractors Unsponsored,U,Other OTC,97659,113671,-14.09,-16012,19661,4.97
PUTRF,15-08-2024,PTT PUBLIC COMPANY LIMITED Dep,U,Other OTC,504400,760800,-33.70,-256400,5,999.99
PUTRY,15-08-2024,PTT Public Company Ltd Unspons,U,Other OTC,182,181,0.55,1,0,999.99
PVCT,15-08-2024,PROVECTUS BIOPHARMACEUTICALS I,U,Other OTC,37781,7467,405.97,30314,591911,1.00
PVSP,15-08-2024,Pervasip Corp. Common Stock,U,Other OTC,70000,473900,-85.23,-403900,12194110,1.00
PWCDF,15-08-2024,Power Corp of Canada Ordinary,U,Other OTC,1582907,1738446,-8.95,-155539,49760,31.81
PWDY,15-08-2024,"Powerdyne International, Inc.",U,Other OTC,20000,0,100.00,20000,11577953,1.00
PWMCF,15-08-2024,POWERSTONE METALS CORP Common,U,Other OTC,580,580,0.00,0,0,999.99
PWQQF,15-08-2024,Invesco Markets III PLC Exchan,U,Other OTC,1402,1356,3.39,46,215,6.52
PWRHF,15-08-2024,PWR HLDGS LTD ORDINARY FULLY P,U,Other OTC,6100,6100,0.00,0,5,999.99
PWRLF,15-08-2024,POWR LITHIUM CORP COM (Canada),U,Other OTC,1921,1921,0.00,0,2461,1.00
PWZYF,15-08-2024,POWSZECHNY ZAKLAD UBEZPIECZEN,U,Other OTC,67919,67948,-0.04,-29,0,999.99
PXFG,15-08-2024,"Phoenix Footwear Group, Inc. C",U,Other OTC,255,255,0.00,0,2636,1.00
PXGYF,15-08-2024,Pax Global Technology Ltd Ordi,U,Other OTC,9544,13501,-29.31,-3957,7970,1.20
PXMD,15-08-2024,PAXMEDICA INC Common Stock,U,Other OTC,16902,55085,-69.32,-38183,29720,1.00
PXNUF,15-08-2024,PRONEXUS INC SHS (Japan),U,Other OTC,77,177,-56.50,-100,0,999.99
PXXLF,15-08-2024,Poxel SA Ordinary Shares (Fran,U,Other OTC,2019,2019,0.00,0,0,999.99
PYBX,15-08-2024,"Hydro Power Technologies, Inc.",U,Other OTC,15000,0,100.00,15000,29956,1.00
PYFRF,15-08-2024,PAYFARE INC Common Shares,U,Other OTC,365586,319182,14.54,46404,35142,10.40
PYNKF,15-08-2024,"Perimeter Medical Imaging AI,",U,Other OTC,904,0,100.00,904,2338,1.00
PYOIF,15-08-2024,Promotora Y Operadora De Infra,U,Other OTC,189052,192945,-2.02,-3893,89,999.99
PYPTF,15-08-2024,"Paypoint plc, Welwyn Garden Ci",U,Other OTC,6713,8733,-23.13,-2020,0,999.99
PYRGF,15-08-2024,PYROGENESIS CDA INC COM (Canad,U,Other OTC,13856,34267,-59.56,-20411,34507,1.00
PYTCF,15-08-2024,Playtech Limited Ordinary Shar,U,Other OTC,120137,118242,1.60,1895,185,649.39
PYTCY,15-08-2024,Playtech PLC American Deposita,U,Other OTC,100,100,0.00,0,0,999.99
PYYIF,15-08-2024,Promotora Y Operadora De Infra,U,Other OTC,472,472,0.00,0,0,999.99
PZCUY,15-08-2024,PZ Cussons Plc Unsponsored ADR,U,Other OTC,266,316,-15.82,-50,10,26.60
PZRIF,15-08-2024,Pizza Pizza Royalty Corp. Ordi,U,Other OTC,108832,84527,28.75,24305,1123,96.91
PZRXQ,15-08-2024,"PhaseRx, Inc. Cm St Common Sto",U,Other OTC,48,48,0.00,0,1640,1.00
QABSY,15-08-2024,Qantas Airways Ltd (F) Aust Am,U,Other OTC,14865,2769,436.84,12096,43312,1.00
QBAK,15-08-2024,QUALSTAR CORP Common Stock,U,Other OTC,2,2,0.00,0,8741,1.00
QBCAF,15-08-2024,QBEBECOR INC CL A MULTIPLE VTG,U,Other OTC,31,31,0.00,0,0,999.99
QBCRF,15-08-2024,QBEBECOR INC CL B (Canada),U,Other OTC,2409960,2053932,17.33,356028,99890,24.13
QBEIF,15-08-2024,Q B E Insurance Group Ltd Ordi,U,Other OTC,1830099,2356511,-22.34,-526412,7101,257.72
QBIEY,15-08-2024,QBE Insurance Group Ltd Sponso,U,Other OTC,17441,28672,-39.17,-11231,168958,1.00
QCCO,15-08-2024,"QC Holdings, Inc.",U,Other OTC,42,42,0.00,0,0,999.99
QCCUF,15-08-2024,QC COPPER & GOLD INC Common St,U,Other OTC,1400,678,106.49,722,79253,1.00
QCLSF,15-08-2024,Global PVQ SE Ordinary Shares,U,Other OTC,4392374,4392374,0.00,0,0,999.99
QDROF,15-08-2024,QUADRO RES LTD Ordinary Shares,U,Other OTC,73,0,100.00,73,286,1.00
QEPC,15-08-2024,Q E P INC COM,U,Other OTC,203,200,1.50,3,3594,1.00
QETHF,15-08-2024,ETHER FD UNIT CL A Unit,U,Other OTC,715,215,232.56,500,187,3.82
QEXXF,15-08-2024,Quattro Exploration and Produc,U,Other OTC,500,500,0.00,0,0,999.99
QGLHF,15-08-2024,Qingling Motors Co Ltd H Shs O,U,Other OTC,888,888,0.00,0,182,4.88
QGRSF,15-08-2024,"Q2 Gold Resources, Inc. Ordina",U,Other OTC,375733,375733,0.00,0,0,999.99
QGSI,15-08-2024,QuantGate Systems Inc. Common,U,Other OTC,2026,2229,-9.11,-203,159982,1.00
QIFTF,15-08-2024,Quorum Information Technologie,U,Other OTC,29,29,0.00,0,0,999.99
QIHCF,15-08-2024,HAIER SMART HOME CO LTD Ordina,U,Other OTC,7180,6564,9.38,616,0,999.99
QIND,15-08-2024,Quality Industrial Corp. Commo,U,Other OTC,78997,1160,6710.09,77837,156165,1.00
QKLS,15-08-2024,"QKL Stores, Inc.",U,Other OTC,400,400,0.00,0,0,999.99
QMCQF,15-08-2024,QMC Quantum Minerals Corp. Com,U,Other OTC,1021,1021,0.00,0,26978,1.00
QNBC,15-08-2024,Qnb Corp Common Stock,U,Other OTC,465,449,3.56,16,8961,1.00
QNBMF,15-08-2024,QNB METALS INC CL A Ordinary S,U,Other OTC,1,1,0.00,0,0,999.99
QNCCF,15-08-2024,Quantum eMotion Corp. Ordinary,U,Other OTC,1686,74078,-97.72,-72392,33264,1.00
QNDPF,15-08-2024,QINGDAO PORT INTL CO LTD SHS -,U,Other OTC,1551336,1540336,0.71,11000,0,999.99
QNNTF,15-08-2024,Quantum Genomics Ordinary Shar,U,Other OTC,819,819,0.00,0,0,999.99
QNTQF,15-08-2024,Qinetiq Group plc London Ordin,U,Other OTC,94446,101566,-7.01,-7120,158,597.76
QNTQY,15-08-2024,QINETIQ GROUP PLC ADR - Unspon,U,Other OTC,1579,1356,16.45,223,1571,1.01
QNXC,15-08-2024,"Qenex Communications, Inc. Com",U,Other OTC,10346,10346,0.00,0,0,999.99
QOEG,15-08-2024,Quality Online Education Group,U,Other OTC,200,200,0.00,0,364,1.00
QQFSF,15-08-2024,Qinqin Foodstuffs Group Cayman,U,Other OTC,800,800,0.00,0,0,999.99
QRNNF,15-08-2024,Aurizon Holdings Ltd. Ordinary,U,Other OTC,2465872,2514100,-1.92,-48228,2185,999.99
QSCGF,15-08-2024,Q BEYOND AG Ordinary Shares,U,Other OTC,136,0,100.00,136,936,1.00
QSEP,15-08-2024,"QS Energy, Inc. Common Stock",U,Other OTC,3426,864,296.53,2562,77365,1.00
QTEYF,15-08-2024,Questerre Energy Corp Class A,U,Other OTC,20100,20600,-2.43,-500,45,446.67
QTGPF,15-08-2024,QT Group OYJ Ordinary Shares,U,Other OTC,223792,243531,-8.11,-19739,9,999.99
QTRHF,15-08-2024,Quarterhill Inc. Common Shares,U,Other OTC,401247,367352,9.23,33895,16453,24.39
QTTOY,15-08-2024,QUTOUTIAO INC American Deposit,U,Other OTC,35428,35427,0.00,1,5076,6.98
QUBHF,15-08-2024,QUBE HLDGS LTD Ordinary Shares,U,Other OTC,1777924,1839170,-3.33,-61246,0,999.99
QUBSF,15-08-2024,Qantas Airways Ltd (F) Aust Or,U,Other OTC,1743156,1505348,15.80,237808,4990,349.33
QUCCF,15-08-2024,Quanta Computer Inc Sponsored,U,Other OTC,39910,39910,0.00,0,0,999.99
QUCOF,15-08-2024,Qualitas Controladora SAB CV S,U,Other OTC,3573684,3480875,2.67,92809,0,999.99
QUEXF,15-08-2024,Q2 METALS CORP Ordinary Shares,U,Other OTC,9386,46524,-79.83,-37138,73453,1.00
QUILF,15-08-2024,QUILTER PLC Ordinary Shares,U,Other OTC,113,12300,-99.08,-12187,0,999.99
QUISF,15-08-2024,Quisitive Technology Solutions,U,Other OTC,24043,24856,-3.27,-813,13009,1.85
QWTR,15-08-2024,Quest Water Global Inc. Common,U,Other OTC,15,15,0.00,0,50073,1.00
RAASY,15-08-2024,CLOOPEN GROUP HLDG LTD America,U,Other OTC,4466,4466,0.00,0,1398,3.19
RADCQ,15-08-2024,RITE AID CORP COM PAR $1.00,U,Other OTC,3455479,3492788,-1.07,-37309,53880,64.13
RADLY,15-08-2024,Raia Drogasil SA American Depo,U,Other OTC,25471,14947,70.41,10524,111427,1.00
RAFI,15-08-2024,Regency Affiliates Inc. Common,U,Other OTC,185,156,18.59,29,640,1.00
RAFLF,15-08-2024,Raffles Medical Group Ordinary,U,Other OTC,158958,358,44301.68,158600,0,999.99
RAFX,15-08-2024,Rafex Gold Corp. Common Stock,U,Other OTC,115,115,0.00,0,38,3.03
RAHGF,15-08-2024,"Roan Holdings Group Co., Ltd.",U,Other OTC,116,116,0.00,0,0,999.99
RAIFF,15-08-2024,Raiffeisen Bank International,U,Other OTC,171197,145861,17.37,25336,34,999.99
RAIFY,15-08-2024,Raiffeisen Bank International,U,Other OTC,111,437,-74.60,-326,5618,1.00
RAKR,15-08-2024,Rainmaker Worldwide Inc. Commo,U,Other OTC,5,0,100.00,5,1072804,1.00
RAMPF,15-08-2024,POLARIS RENEWABLE ENERGY INC C,U,Other OTC,43375,44351,-2.20,-976,1276,33.99
RANJF,15-08-2024,Randstad Holdings Nv Ordinary,U,Other OTC,870319,804513,8.18,65806,498,999.99
RANJY,15-08-2024,Randstad NV American Depositar,U,Other OTC,19120,1821,949.97,17299,86383,1.00
RANKF,15-08-2024,Rank Group plc Ordinary Shares,U,Other OTC,7251,5323,36.22,1928,0,999.99
RAREF,15-08-2024,Canada Rare Earth Corp. Ordina,U,Other OTC,61779,0,100.00,61779,63392,1.00
RARMF,15-08-2024,Candence Minerals PLC Ordinary,U,Other OTC,101,101,0.00,0,0,999.99
RAUMF,15-08-2024,Rheon Automatic Machinery Co L,U,Other OTC,9012,1112,710.43,7900,0,999.99
RBAZ,15-08-2024,RBAZ BANCORP INC Common Stock,U,Other OTC,264,161,63.98,103,6215,1.00
RBCN,15-08-2024,RUBICON TECHNOLOGY INC Common,U,Other OTC,10864,10864,0.00,0,2163,5.02
RBGLY,15-08-2024,Reckitt Benckiser Plc Sponsore,U,Other OTC,12793,31514,-59.41,-18721,1234500,1.00
RBGPF,15-08-2024,"Reckitt Benckiser Group Plc, S",U,Other OTC,39362,23910,64.63,15452,6029,6.53
RBLAY,15-08-2024,Robinsons Land Corporation Uns,U,Other OTC,1,1,0.00,0,0,999.99
RBMTF,15-08-2024,Rambler Metals and Mining Publ,U,Other OTC,1017,5017,-79.73,-4000,727,1.40
RBSFY,15-08-2024,Rubis American Depository Rece,U,Other OTC,642,477,34.59,165,3916,1.00
RBSPF,15-08-2024,NatWest Group Plc Ordinary Sha,U,Other OTC,1270572,1519017,-16.36,-248445,38232,33.23
RBTC,15-08-2024,RUBICON TECHNOLOGIES INC Commo,U,Other OTC,31899,2071,1440.27,29828,372638,1.00
RBTCW,15-08-2024,"Rubicon Technologies, Inc. War",U,Other OTC,8025,8025,0.00,0,4561,1.76
RBTEF,15-08-2024,Robertet Sa Ordinary Shares (F,U,Other OTC,100,100,0.00,0,0,999.99
RBWRF,15-08-2024,RAINBOW RARE EARTHS LTD SHS (G,U,Other OTC,2500,0,100.00,2500,2273,1.10
RBZHF,15-08-2024,Reebonz Holding Limited Ordina,U,Other OTC,88,88,0.00,0,0,999.99
RCAR,15-08-2024,"RenovaCare, Inc. Common Stock",U,Other OTC,548,548,0.00,0,145,3.78
RCDOF,15-08-2024,Ricardo Intl Plc Ord Ordinary,U,Other OTC,1,1,0.00,0,0,999.99
RCDTF,15-08-2024,Recordati Industria Chimica e,U,Other OTC,208768,195511,6.78,13257,104,999.99
RCGCF,15-08-2024,ROSCAN GOLD CORP Common Stock,U,Other OTC,139663,46622,199.56,93041,507028,1.00
RCHN,15-08-2024,Rouchon Industries Inc Common,U,Other OTC,5909,5909,0.00,0,364,16.23
RCHXF,15-08-2024,Ricoh Leasing Co Ltd Ordinary,U,Other OTC,36117,35517,1.69,600,0,999.99
RCIAF,15-08-2024,Rogers Communications Cl-A (F),U,Other OTC,100,23,334.78,77,81,1.23
RCKTF,15-08-2024,Rock Tech Lithium Inc Ordinary,U,Other OTC,18086,0,100.00,18086,3958,4.57
RCRRF,15-08-2024,Recruit Hldgs Co Ltd Ordinary,U,Other OTC,1316818,1044373,26.09,272445,3169,415.53
RCRUY,15-08-2024,Recruit Holdings Co. Ltd. Amer,U,Other OTC,98052,28338,246.01,69714,598009,1.00
RDCO,15-08-2024,Redefy Corporation Common Stoc,U,Other OTC,1,1,0.00,0,0,999.99
RDDTF,15-08-2024,Radient Technologies Inc Ordin,U,Other OTC,896,896,0.00,0,3009,1.00
RDEIF,15-08-2024,Red Electrica Corporacion SA O,U,Other OTC,211666,157521,34.37,54145,0,999.99
RDEIY,15-08-2024,Redeia Corporacion SA American,U,Other OTC,38249,37118,3.05,1131,72945,1.00
RDFEF,15-08-2024,Brookside Energy Ltd. Ordinary,U,Other OTC,35000,0,100.00,35000,16373,2.14
RDGL,15-08-2024,Vivos Inc Common Stock,U,Other OTC,117748,239764,-50.89,-122016,3109778,1.00
RDPEF,15-08-2024,Redefine Properties Ltd Ordina,U,Other OTC,5005273,5005273,0.00,0,0,999.99
RDWWF,15-08-2024,REDROW PLC ORD GBP0.105 (Unite,U,Other OTC,16289,18699,-12.89,-2410,0,999.99
RECAF,15-08-2024,Reconnaissance Energy Africa L,U,Other OTC,4109231,4634470,-11.33,-525239,733872,5.60
RECHF,15-08-2024,RECHARGE RES LTD Ordinary Shar,U,Other OTC,45350,0,100.00,45350,66025,1.00
RECX,15-08-2024,"Recreatives Industries, Inc. C",U,Other OTC,2,2,0.00,0,7641,1.00
REDFY,15-08-2024,Rediff.com India Limited Ameri,U,Other OTC,166,166,0.00,0,2,83.00
REDLF,15-08-2024,RED 5 LTD ORDINARY FULLY PAID,U,Other OTC,5008386,4685758,6.89,322628,9087,551.16
REECF,15-08-2024,Reece Ltd Ordinary Shares,U,Other OTC,1030141,474380,117.16,555761,0,999.99
REED,15-08-2024,REEDS INC COM NEW,U,Other OTC,11894,12539,-5.14,-645,4270,2.79
REEMF,15-08-2024,Rare Element Resources Ltd. Co,U,Other OTC,131,12291,-98.93,-12160,141057,1.00
REFXF,15-08-2024,Redflow ltd Ordinary Shares,U,Other OTC,5050,1000,405.00,4050,11540,1.00
REGMF,15-08-2024,Remegen Co Ltd. Ordinary Share,U,Other OTC,820909,784909,4.59,36000,0,999.99
REGRF,15-08-2024,New World Solutions Inc Ordina,U,Other OTC,30000,30000,0.00,0,3170,9.46
REII,15-08-2024,"Renewable Innovations, Inc Com",U,Other OTC,1489,1489,0.00,0,1524,1.00
RELOF,15-08-2024,"Relo Holdings Inc, Tokyo Ordin",U,Other OTC,740055,722640,2.41,17415,0,999.99
RELT,15-08-2024,Reliant Holdings Inc Common St,U,Other OTC,239,240,-0.42,-1,5678,1.00
REMRF,15-08-2024,ATLAS SALT INC Common Shares,U,Other OTC,262826,273826,-4.02,-11000,8292,31.70
REMYF,15-08-2024,Remy Cointreau Ff Ordinary Sha,U,Other OTC,34052,39461,-13.71,-5409,719,47.36
REMYY,15-08-2024,Remy Cointreau S A Unsponsored,U,Other OTC,45951,7819,487.68,38132,298250,1.00
RENO,15-08-2024,Renovare Environmental Inc.,U,Other OTC,15380,15380,0.00,0,16404,1.00
REOVF,15-08-2024,Renova Inc Ordinary Shares (Ja,U,Other OTC,1086316,1117900,-2.83,-31584,0,999.99
REPCF,15-08-2024,RepliCel Life Sciences Inc. Co,U,Other OTC,250,250,0.00,0,0,999.99
REPO,15-08-2024,National Asset Recovery Corp C,U,Other OTC,954,700,36.29,254,2018,1.00
REPYF,15-08-2024,Repsol (F) Ordinary Shares,U,Other OTC,467566,397290,17.69,70276,3148,148.53
REPYY,15-08-2024,Repsol S.A. Sponsored ADR (Spa,U,Other OTC,12125,4577,164.91,7548,311192,1.00
RESCU,15-08-2024,Rescap Liquidating Trust Units,U,Other OTC,1191,1191,0.00,0,0,999.99
RETDF,15-08-2024,REIT 1 LTD SHS REIT (Israel),U,Other OTC,4,261,-98.47,-257,0,999.99
RETTF,15-08-2024,RETAIL ESTATES SICAFI SHS (Bel,U,Other OTC,1,1,0.00,0,0,999.99
REVNF,15-08-2024,Reinet Investment SCA Ordinary,U,Other OTC,49,165,-70.30,-116,0,999.99
REVXF,15-08-2024,Revenio Group Corporation Ordi,U,Other OTC,6000,6200,-3.23,-200,0,999.99
REXHF,15-08-2024,Rex International Holdings Ltd,U,Other OTC,4,749004,-100.00,-749000,0,999.99
REXOF,15-08-2024,RIDE ON EXPRESS CO LTD Common,U,Other OTC,430,530,-18.87,-100,0,999.99
REYGF,15-08-2024,Reyna Gold Corp Common Stock (,U,Other OTC,6081,17117,-64.47,-11036,15836,1.00
REZNF,15-08-2024,Hash Corp Common Stock (Canada,U,Other OTC,244,250,-2.40,-6,3001,1.00
REZZF,15-08-2024,Global Battery Metals Ltd Ordi,U,Other OTC,27,2804,-99.04,-2777,49153,1.00
RFHRF,15-08-2024,Renforth Resources Inc. Common,U,Other OTC,11758,21051,-44.15,-9293,673,17.47
RFNDF,15-08-2024,Rural Funds Group Stapled Secu,U,Other OTC,85177,85177,0.00,0,145,587.43
RGBP,15-08-2024,"Regen Biopharma, Inc. Common S",U,Other OTC,5622,1010,456.63,4612,29392,1.00
RGEDF,15-08-2024,Chemical Wks of Richter Gedeon,U,Other OTC,285004,289004,-1.38,-4000,0,999.99
RGGLF,15-08-2024,REGIONAL REIT LTD ORD NPV (Gue,U,Other OTC,1,0,100.00,1,0,999.99
RGLG,15-08-2024,"UHF Logistics Group, Inc. Comm",U,Other OTC,760,760,0.00,0,8340,1.00
RGLSF,15-08-2024,"Regulus Resources, Inc New Ord",U,Other OTC,932,1100,-15.27,-168,3734,1.00
RGLXF,15-08-2024,RTL GROUP SA LUXEMBOURG SHS (L,U,Other OTC,140964,136772,3.06,4192,0,999.99
RGLXY,15-08-2024,RTL Group Sa Luxembourg Unspon,U,Other OTC,2669,1436,85.86,1233,226,11.81
RGNLF,15-08-2024,REGIONAL S A B DE C V SHARES O,U,Other OTC,593665,548727,8.19,44938,0,999.99
RGNNF,15-08-2024,RENERGEN LTD Ordinary Shares,U,Other OTC,30700,0,100.00,30700,20073,1.53
RGRNF,15-08-2024,Regis Resources NL Ordinary Sh,U,Other OTC,754969,714799,5.62,40170,11273,66.97
RGRSY,15-08-2024,Regis Res Ltd Unsponsored ADR,U,Other OTC,300,0,100.00,300,55,5.45
RGRX,15-08-2024,REGENERX BIOPHARMACEUTICALS IN,U,Other OTC,6,6,0.00,0,373,1.00
RGSG,15-08-2024,Resources Global Services Grou,U,Other OTC,195,195,0.00,0,183,1.07
RGTLF,15-08-2024,ARGENT BIOPHARMA LTD Ordinary,U,Other OTC,49,53,-7.55,-4,109092,1.00
RGTPQ,15-08-2024,REGENETP INC Common Stock,U,Other OTC,2160,2160,0.00,0,10767,1.00
RGXTF,15-08-2024,REGENX TECH CORP Ordinary Shar,U,Other OTC,35838,301,11806.31,35537,322127,1.00
RHCCF,15-08-2024,Royal Helium Limited Common Sh,U,Other OTC,38818,46512,-16.54,-7694,298039,1.00
RHCGF,15-08-2024,Ryman Healthcare Group Ltd Ord,U,Other OTC,2603618,2611089,-0.29,-7471,73,999.99
RHCO,15-08-2024,Readen Holding Corp. Common St,U,Other OTC,2749,2749,0.00,0,107218,1.00
RHEPB,15-08-2024,REGIONAL HEALTH PPTYS INC CUM,U,Other OTC,4701,4701,0.00,0,1254,3.75
RHHBF,15-08-2024,Roche Holdings AG Basel Ordina,U,Other OTC,12258,16228,-24.46,-3970,99,123.82
RHHBY,15-08-2024,Roche Holdings AG Basel Americ,U,Other OTC,2087772,2921006,-28.53,-833234,2222668,1.00
RHHVF,15-08-2024,Roche Holdings AG Basel Ordina,U,Other OTC,585227,809936,-27.74,-224709,27050,21.64
RHUHF,15-08-2024,Richelieu Hardware Ltd Ordinar,U,Other OTC,652674,602697,8.29,49977,784,832.49
RIBT,15-08-2024,RICEBRAN TECHNOLOGIES COM PAR$,U,Other OTC,65,5460,-98.81,-5395,18478,1.00
RICFY,15-08-2024,RECORDATI INDUSTRIA CHIMICA E,U,Other OTC,330,1444,-77.15,-1114,948,1.00
RICOF,15-08-2024,Ricoh Co Ltd Ordinary Shares,U,Other OTC,2040690,2196671,-7.10,-155981,3,999.99
RIDYF,15-08-2024,Ridley Corp Ordinary Shares,U,Other OTC,4,4,0.00,0,0,999.99
RINIF,15-08-2024,Rinnai Corp Ordinary Shares,U,Other OTC,531375,431592,23.12,99783,13,999.99
RIOCF,15-08-2024,Riocan Real Estate Inv Tr Ordi,U,Other OTC,8823270,8732814,1.04,90456,49961,176.60
RIOFF,15-08-2024,Rio2 Ltd Ordinary Shares,U,Other OTC,6669,4853,37.42,1816,110444,1.00
RIOXF,15-08-2024,RION CO LTD Ordinary Shares,U,Other OTC,841,741,13.50,100,0,999.99
RITPF,15-08-2024,R I T Capital Ptnr Cv Unsec Ln,U,Other OTC,917,10,9070.00,907,0,999.99
RJDG,15-08-2024,RJD Green Inc Common Stock,U,Other OTC,55865,0,100.00,55865,625552,1.00
RJIFF,15-08-2024,Rojana Industrial Park Public,U,Other OTC,100,100,0.00,0,0,999.99
RKAGY,15-08-2024,Rhoen-Klinikum AG Unsponsored,U,Other OTC,30,30,0.00,0,0,999.99
RKICF,15-08-2024,MIROKU JYOHO SERVICE CO LTD Or,U,Other OTC,600,700,-14.29,-100,0,999.99
RKLIF,15-08-2024,Rentokil Initial 2005 Plc Ordi,U,Other OTC,1503915,990820,51.78,513095,221,999.99
RKNEF,15-08-2024,Optiva Inc. Ordinary Shares,U,Other OTC,1400,1400,0.00,0,0,999.99
RKNVF,15-08-2024,Riken Vitamin Co Ltd Ordinary,U,Other OTC,5791,5991,-3.34,-200,0,999.99
RKSLF,15-08-2024,RAKSUL INC Ordinary Shares,U,Other OTC,494300,493349,0.19,951,0,999.99
RKTE,15-08-2024,"Reflectkote, Inc. Common Stock",U,Other OTC,17,17,0.00,0,182,1.00
RKUNF,15-08-2024,Rakuten Group Inc Ordinary Sha,U,Other OTC,12287646,14003620,-12.25,-1715974,8567,999.99
RKUNY,15-08-2024,"Rakuten Group, Inc American De",U,Other OTC,19040,54087,-64.80,-35047,74809,1.00
RKUSF,15-08-2024,RAKUS CO LTD COM STK (Japan),U,Other OTC,232113,305231,-23.95,-73118,0,999.99
RKWBF,15-08-2024,ROCKWOOL A S Ordinary Shares,U,Other OTC,28084,15342,83.05,12742,2,999.99
RLAB,15-08-2024,Real American Capital Corporat,U,Other OTC,137,89,53.93,48,263,1.00
RLAIF,15-08-2024,RAILTOWN AI TECHNOLOGIES INC C,U,Other OTC,14697,30494,-51.80,-15797,357201,1.00
RLDCF,15-08-2024,Roland Corp Common Stock (Japa,U,Other OTC,1886,1586,18.92,300,0,999.99
RLDGF,15-08-2024,Roland Dg Corp Hamamatsu Ordin,U,Other OTC,134,137,-2.19,-3,0,999.99
RLEA,15-08-2024,Rubber Leaf Inc. Common Stock,U,Other OTC,61,61,0.00,0,15,4.07
RLEVF,15-08-2024,RAMI LEVI CHAIN STORES HASHIKM,U,Other OTC,35,35,0.00,0,0,999.99
RLFTY,15-08-2024,RELIEF THERAPEUTICS HLDG SA Am,U,Other OTC,4515,6457,-30.08,-1942,91,49.62
RLLCF,15-08-2024,Rolls Royce Holdings PLC Non C,U,Other OTC,1707197,1707197,0.00,0,4177439,1.00
RLLMF,15-08-2024,Real Matters Inc. Ordinary Sha,U,Other OTC,262964,277764,-5.33,-14800,836,314.55
RLLVF,15-08-2024,Relevium Technologies Inc Ordi,U,Other OTC,43,43,0.00,0,0,999.99
RLLWF,15-08-2024,Reliance Worldwide Corp Ltd Or,U,Other OTC,792100,828370,-4.38,-36270,964,821.68
RLNIY,15-08-2024,Reliance Industries Ltd Sponso,U,Other OTC,11618,11271,3.08,347,0,999.99
RLNTF,15-08-2024,RESILIENT REIT LTD REIT - SHS,U,Other OTC,219670,291226,-24.57,-71556,0,999.99
RLXXF,15-08-2024,RELX PLC Ordinary Shares (Unit,U,Other OTC,220196,277927,-20.77,-57731,9809,22.45
RMBHF,15-08-2024,RMB HOLDINGS LTD SHS (South Af,U,Other OTC,449,449,0.00,0,0,999.99
RMDEF,15-08-2024,REMEDY ENTMT OYJ Ordinary Shar,U,Other OTC,1,1,0.00,0,13,1.00
RMGCF,15-08-2024,RMG ACQUISITION CORP III ORD S,U,Other OTC,1213,1213,0.00,0,0,999.99
RMGGF,15-08-2024,Resolute Mining Ltd Ordinary S,U,Other OTC,4974542,1340900,270.99,3633642,0,999.99
RMGGY,15-08-2024,Resolute Mining Ltd Unsponsore,U,Other OTC,291,290,0.34,1,73,3.99
